"replicate","scenario","interim_n","information_fraction","ATE_hat","mean_CATE_hat","sd_CATE_hat","min_CATE_hat","max_CATE_hat","fraction_negative_CATE","fraction_CATE_meaningfully_harmed","mean_true_CATE"
115,"B_smooth_logistic",2800,0.7,-0.0448930775828508,-0.0449488435159434,0.0124667970444426,-0.0660022118832732,-0.0231586824163007,1,1,-0.0369843051624433
115,"B_smooth_logistic",3400,0.85,-0.0421537724657001,-0.0421397490920663,0.0169637797865809,-0.0717805896084569,-0.0132487054581812,1,0.882647058823529,-0.0367988172869589
115,"B_smooth_logistic",4000,1,-0.0425881326911075,-0.0425586051311351,0.0214906808478978,-0.0813041848042012,-0.00693373427514966,1,0.79975,-0.0368059549081795
116,"A_threshold",1000,0.25,-0.00340887267140388,-0.00323146136637879,0.00570613885754464,-0.0158656456607425,0.0162328468867184,0.731,0,-0.0106
116,"A_threshold",1600,0.4,-0.00756080446459409,-0.0079387635079149,0.00036928678890359,-0.008283519006691,-0.00551424452085167,1,0,-0.0105
116,"A_threshold",2200,0.55,-0.00410250985337908,-0.00402550205479876,0.00605095192153369,-0.0201129358663717,0.0201904147795074,0.752272727272727,0.000454545454545455,-0.0109636363636364
116,"A_threshold",2800,0.7,-0.00397771540558564,-0.00394201346189624,0.0127417934302124,-0.0433009972961707,0.0498122481065044,0.624285714285714,0.1025,-0.0106142857142857
116,"A_threshold",3400,0.85,-0.0100416093564823,-0.00980719683313188,0.00599754549444251,-0.0263857212755222,0.0194240588292003,0.943529411764706,0.0314705882352941,-0.0103176470588235
116,"A_threshold",4000,1,-0.0142821568547052,-0.0140724985340991,0.00900985466030778,-0.0385128739420844,0.0309029936283082,0.935,0.26625,-0.0102
116,"B_smooth_logistic",1000,0.25,-0.0463161852647411,-0.0462334605184548,0.00785617217120159,-0.0600172113669351,-0.0331613849312264,1,1,-0.0372982754096087
116,"B_smooth_logistic",1600,0.4,-0.0408471302945643,-0.0408454449658655,0.000180757475054426,-0.0411498381411167,-0.0405325426736819,1,1,-0.0371080567149353
116,"B_smooth_logistic",2200,0.55,-0.0438397487551396,-0.0437405843640345,0.00233824172880788,-0.0479251862385045,-0.0398439071951456,1,1,-0.0370028619348778
116,"B_smooth_logistic",2800,0.7,-0.0290994045088716,-0.0290751408955623,0.00305526615003989,-0.0340562194735921,-0.0235086151541941,1,1,-0.0369875359718598
116,"B_smooth_logistic",3400,0.85,-0.0338112232660092,-0.0337967626823209,0.00504067269526444,-0.0415870062675363,-0.0241462371181933,1,1,-0.0370299324099998
116,"B_smooth_logistic",4000,1,-0.0360431317393343,-0.0361296939552556,0.00301659080783823,-0.0408100388719305,-0.0304173582030274,1,1,-0.037083114253794
117,"A_threshold",1000,0.25,0.01155273937532,0.00918534694145063,0.0204925696241047,-0.038258651129065,0.108904609085373,0.34,0.058,-0.01
117,"A_threshold",1600,0.4,0.00187236942255065,0.00101508836321462,0.0212252198058829,-0.05840673330886,0.0871476342097574,0.504375,0.156875,-0.01025
117,"A_threshold",2200,0.55,-0.00339526860889035,-0.00387735953316777,0.0154876756707701,-0.0474730318123286,0.0623233181426475,0.615,0.146363636363636,-0.0102909090909091
117,"A_threshold",2800,0.7,0.00575350844543969,0.00560739759389087,0.0201156709128425,-0.0583859408521237,0.0832272118910196,0.388214285714286,0.101785714285714,-0.0102571428571429
117,"A_threshold",3400,0.85,0.0112648188484113,0.0110613395798973,0.0166333023760873,-0.0406998780106961,0.0772283335921331,0.253529411764706,0.0232352941176471,-0.0101058823529412
117,"A_threshold",4000,1,0.00998176242830102,0.00964549926816196,0.0203908173086763,-0.0490541615069052,0.0976333599639232,0.3285,0.063,-0.01012
117,"B_smooth_logistic",1000,0.25,-0.0645046429100104,-0.0647130878631221,0.0088019135491993,-0.0803542394157407,-0.0502412983976464,1,1,-0.0370668275658143
117,"B_smooth_logistic",1600,0.4,-0.0566290160995638,-0.0564283012728977,0.0141078930836663,-0.0786773410970935,-0.0300619243501805,1,1,-0.0372745874574271
117,"B_smooth_logistic",2200,0.55,-0.0430224867724868,-0.0430100919878132,0.00911965822230217,-0.0580650215728112,-0.0263839079222858,1,1,-0.0368991121912732
117,"B_smooth_logistic",2800,0.7,-0.0418983012106221,-0.0419587798199875,0.00903320760993797,-0.0580773404631926,-0.026832927139274,1,1,-0.0370790918159212
117,"B_smooth_logistic",3400,0.85,-0.0381769729786967,-0.0381830309893682,0.0063488596595072,-0.0491409819682657,-0.02730390953107,1,1,-0.0371176677499359
117,"B_smooth_logistic",4000,1,-0.0371950702635229,-0.0371450641770083,0.00517480259149321,-0.0459126747762963,-0.0281335261033947,1,1,-0.0369693848068087
118,"A_threshold",1000,0.25,-0.00368589743589744,-0.00326676491016087,0.0133509123357811,-0.0449437605211961,0.0518976454432297,0.574,0.11,-0.01012
118,"A_threshold",1600,0.4,-0.0102800813644187,-0.00950581327734637,0.021807827519437,-0.0897354074225987,0.056298627167656,0.63625,0.28125,-0.0099
118,"A_threshold",2200,0.55,0.00585616427028654,0.00629673181633944,0.02420336594842,-0.0812188000110074,0.0903193510230565,0.368636363636364,0.146818181818182,-0.00950909090909091
118,"A_threshold",2800,0.7,-0.00141544986522567,-0.00121179722369726,0.0206215667975127,-0.0749868332735733,0.082804548671954,0.504285714285714,0.183214285714286,-0.00971428571428572
118,"A_threshold",3400,0.85,-0.00914990039099091,-0.00903949668207602,0.0128216193729896,-0.0622216813442519,0.0432324253965177,0.757058823529412,0.193823529411765,-0.00972941176470588
118,"A_threshold",4000,1,-0.0139955828692145,-0.0138032004838804,0.0157684828935018,-0.082532529814174,0.0457843672880137,0.808,0.33375,-0.0099
118,"B_smooth_logistic",1000,0.25,-0.044,-0.0441486285778315,0.00693421704138024,-0.0539233068817075,-0.029965878193439,1,1,-0.0361668856089356
118,"B_smooth_logistic",1600,0.4,-0.04211276320477,-0.0420916097496992,0.00288297360768384,-0.0472710358791105,-0.0374149885666142,1,1,-0.0366180920115082
118,"B_smooth_logistic",2200,0.55,-0.0359533845772378,-0.035846035872246,0.00307270692670358,-0.0414014463923429,-0.0309116351870524,1,1,-0.036759258826095
118,"B_smooth_logistic",2800,0.7,-0.0314285714285714,-0.0313434005883774,0.00133284332421209,-0.033721237489636,-0.0291546961406156,1,1,-0.0367055724807553
118,"B_smooth_logistic",3400,0.85,-0.0383705741399147,-0.0382038400707855,0.00229546644316618,-0.0423325715905472,-0.0344370829655343,1,1,-0.036842788216184
118,"B_smooth_logistic",4000,1,-0.0388261744917784,-0.0386766478496689,0.00497140555407373,-0.0477825035223792,-0.0306960927715241,1,1,-0.0369041059939292
119,"A_threshold",1000,0.25,0.0139655862344938,0.0140895498742141,0.00360445016465043,0.00586447027640684,0.0289927077176311,0,0,-0.01028
119,"A_threshold",1600,0.4,0.00256410256410257,0.00259282843594437,0.011179015962011,-0.0530423215681263,0.0247510597150001,0.343125,0.0375,-0.0107
119,"A_threshold",2200,0.55,-0.00655945831570037,-0.0067464961842657,0.000396420544041326,-0.00755463392444046,-0.00482321175844293,1,0,-0.0106181818181818
119,"A_threshold",2800,0.7,-0.00324318146100325,-0.00309963101516278,0.00125277906960432,-0.0081493426665586,0.000570834267350911,0.999285714285714,0,-0.0104142857142857
119,"A_threshold",3400,0.85,-0.00211794019933555,-0.00207501518344675,0.00134952339347238,-0.00748446717707373,0.00197428067244709,0.949411764705882,0,-0.0102823529411765
119,"A_threshold",4000,1,-0.00818984602099439,-0.00810255392289221,0.00184511468882752,-0.0138876230803693,-0.00100840235616885,1,0,-0.01028
119,"B_smooth_logistic",1000,0.25,-0.0336361345445382,-0.0325876147241159,0.0207648752900078,-0.0664888629213044,0.00572811883914413,0.931,0.669,-0.0380902154690968
119,"B_smooth_logistic",1600,0.4,-0.0342033387708673,-0.0341113692946472,0.00701557004270188,-0.0462613541793557,-0.0218543880609694,1,1,-0.0377742896213404
119,"B_smooth_logistic",2200,0.55,-0.033421205560667,-0.0333867373608615,0.00493253335101988,-0.0419242426961632,-0.0247163706253261,1,1,-0.0378065573024689
119,"B_smooth_logistic",2800,0.7,-0.0342861108389667,-0.0342797183247686,0.000656115064205115,-0.0354035194959409,-0.0331102183617619,1,1,-0.0377616378607879
119,"B_smooth_logistic",3400,0.85,-0.0321526091156631,-0.0321374589695804,0.00572811219486782,-0.041961276595336,-0.0219553667391407,1,1,-0.0376892855801777
119,"B_smooth_logistic",4000,1,-0.030092317678024,-0.0300533529786407,0.00883084942531098,-0.0453949004014394,-0.0146504297902978,1,0.82625,-0.0374930352276786
120,"A_threshold",1000,0.25,0.0117293233082707,0.0127969172246305,0.0526152216611453,-0.12827999023136,0.275725374532661,0.427,0.276,-0.01084
120,"A_threshold",1600,0.4,-0.00480820366512127,-0.00474703396903285,0.0362133747956161,-0.0997200435338126,0.178208064828,0.59,0.36875,-0.010975
120,"A_threshold",2200,0.55,-0.00574775364691331,-0.00575073999694547,0.0383669632194655,-0.0995149277903393,0.204683907693733,0.6,0.389545454545455,-0.0105454545454545
120,"A_threshold",2800,0.7,-0.0136236026746976,-0.0137115091876288,0.0341323739305095,-0.0930029489025821,0.182469353934125,0.699285714285714,0.483214285714286,-0.0101285714285714
120,"A_threshold",3400,0.85,-0.00638490301156842,-0.00651482858889799,0.0308781429788651,-0.0720406677339285,0.180712543004178,0.642941176470588,0.369411764705882,-0.00994117647058824
120,"A_threshold",4000,1,-0.00358608146192471,-0.00395064917871799,0.0293486758043267,-0.0656991134808793,0.175514160506581,0.61325,0.322,-0.00981
120,"B_smooth_logistic",1000,0.25,-0.0290574146023312,-0.0294073046107377,0.0216325766418798,-0.0633425878780398,0.00981901552177715,0.88,0.644,-0.0367123577321101
120,"B_smooth_logistic",1600,0.4,-0.0381270986623249,-0.038165359628546,0.0197882549814637,-0.0708633573535228,-0.00384084966636429,1,0.756875,-0.0369395507243436
120,"B_smooth_logistic",2200,0.55,-0.0304888178464839,-0.0304009324051267,0.0170744504113823,-0.0602864718528318,-0.00178435637416517,1,0.675,-0.0370858104703614
120,"B_smooth_logistic",2800,0.7,-0.0303920723254379,-0.0303655119550149,0.0177889613764568,-0.0606834640996576,0.000193189893644266,0.997857142857143,0.6725,-0.0372629457647972
120,"B_smooth_logistic",3400,0.85,-0.0292822627416946,-0.0292198409857055,0.0155812296869014,-0.0573064650298177,-0.00386260817783811,1,0.666176470588235,-0.0371541376298556
120,"B_smooth_logistic",4000,1,-0.0313891995232856,-0.0313853042145199,0.016153857658419,-0.0605394620190735,-0.00524058412341033,1,0.6945,-0.0372039154435752
121,"A_threshold",1000,0.25,-0.00316157702186658,-0.00247688801187101,0.000543676743686365,-0.00423385496905321,-0.000856241527208146,1,0,-0.01068
121,"A_threshold",1600,0.4,-0.0060126503162579,-0.00598871821112131,0.00277700839626635,-0.0152496222290029,0.00285783047836272,0.983125,0,-0.010425
121,"A_threshold",2200,0.55,0.00401323640739308,0.00411725694613752,0.0121592256597938,-0.0374736490728795,0.0417608053203092,0.348636363636364,0.0309090909090909,-0.0101090909090909
121,"A_threshold",2800,0.7,-0.00758370829253809,-0.00737544297312004,0.00947501252264213,-0.0396816257400067,0.0218915696599177,0.773928571428571,0.102142857142857,-0.00985714285714286
121,"A_threshold",3400,0.85,-0.0100367726584469,-0.00997074418615828,0.0114193896966484,-0.0510141989281332,0.0286194576158249,0.804411764705882,0.191176470588235,-0.0098
121,"A_threshold",4000,1,-0.0119025025011509,-0.0118635416310677,0.0133658446055567,-0.0603910860863447,0.0329278918244892,0.809,0.26525,-0.00989
121,"B_smooth_logistic",1000,0.25,-0.0681704260651629,-0.0679942515589431,0.00985149912627371,-0.0843953558359494,-0.050205474427992,1,1,-0.0361682802275285
121,"B_smooth_logistic",1600,0.4,-0.0472686775406523,-0.0471689469705583,0.00260488617824139,-0.0517359125704886,-0.0426462992425836,1,1,-0.0367875578178643
121,"B_smooth_logistic",2200,0.55,-0.0393610622266018,-0.0393022363607418,0.00614773724216026,-0.0498392712099792,-0.0284489019986917,1,1,-0.0370214731320231
121,"B_smooth_logistic",2800,0.7,-0.0431698382917895,-0.0431820134872302,7.51513647700722e-05,-0.0433137438928034,-0.0430518411856921,1,1,-0.0370991329356034
121,"B_smooth_logistic",3400,0.85,-0.0385419599880992,-0.0383943075718824,0.00303607273294231,-0.0438218779162136,-0.0332785112268307,1,1,-0.0371295706833087
121,"B_smooth_logistic",4000,1,-0.0407637823409487,-0.0407335226088915,0.00419311899087898,-0.048208244685893,-0.0336901577800705,1,1,-0.0370829744226652
122,"A_threshold",1000,0.25,-0.0327923948530824,-0.0327528872522609,0.0164233904950495,-0.0701197781096298,0.0438770410284306,0.969,0.792,-0.00952
122,"A_threshold",1600,0.4,-0.022156803920098,-0.0223360309382739,0.0313363803237675,-0.106249712119552,0.108011960173263,0.778125,0.5625,-0.009525
122,"A_threshold",2200,0.55,-0.0215608465608466,-0.0222251748194087,0.0175461386454322,-0.0656200341944428,0.0513420949227515,0.893636363636364,0.585,-0.00958181818181818
122,"A_threshold",2800,0.7,-0.0255843279023495,-0.0259343520294811,0.0207598214985553,-0.0821930556037821,0.0594389650865386,0.887857142857143,0.649285714285714,-0.00968571428571429
122,"A_threshold",3400,0.85,-0.0263988373300114,-0.0269435631316474,0.0185645452049476,-0.0687016095653033,0.0583263864313991,0.911470588235294,0.692647058823529,-0.00963529411764706
122,"A_threshold",4000,1,-0.0227532764718119,-0.0229629323746666,0.0184601958292511,-0.071887521947706,0.0591933876897113,0.88625,0.60475,-0.00944
122,"B_smooth_logistic",1000,0.25,-0.0192481203007519,-0.0185541880309325,0.0149115376057167,-0.0499575525293283,0.00244229629996701,0.906,0.43,-0.0370735396606058
122,"B_smooth_logistic",1600,0.4,-0.0135709818636648,-0.0133802654147545,0.0120993104942676,-0.0363142247261015,0.006403403803459,0.8175,0.31875,-0.0370985009707415
122,"B_smooth_logistic",2200,0.55,-0.0189974160206718,-0.0188297750763457,0.00736055656419814,-0.0326083218744353,-0.00652064503720713,1,0.434545454545455,-0.0371545727936331
122,"B_smooth_logistic",2800,0.7,-0.0273455917020273,-0.0271648223199367,0.0107393040446708,-0.0470289620691419,-0.00904793488273754,1,0.692142857142857,-0.0371582281023404
122,"B_smooth_logistic",3400,0.85,-0.0232751684819752,-0.0231990358505458,0.00879890992977218,-0.0393185050345266,-0.00808143525737337,1,0.608235294117647,-0.0370167402843878
122,"B_smooth_logistic",4000,1,-0.025109759570227,-0.0251026132382768,0.00780721121591201,-0.0390338850047377,-0.0113626625547961,1,0.69125,-0.0370095468641192
123,"A_threshold",1000,0.25,-0.01035349090269,-0.0101620651388509,0.0136065843791022,-0.0555795980005597,0.0421218731611057,0.787,0.238,-0.00928
123,"A_threshold",1600,0.4,0.000240638535917645,0.000362414628960521,0.00822531070924587,-0.028468598801591,0.0316938212375687,0.48,0.004375,-0.00955
123,"A_threshold",2200,0.55,-0.00492086043153814,-0.00496007776689812,0.00181150828839314,-0.0119311983637738,0.00194470075305332,0.997272727272727,0,-0.00961818181818182
123,"A_threshold",2800,0.7,-0.00291851625082913,-0.00277497622520573,0.00656461118499611,-0.031087635143887,0.0210542944433912,0.657142857142857,0.00714285714285714,-0.00982857142857143
123,"A_threshold",3400,0.85,0.000259544668675657,0.000259509449766634,0.00623635603736982,-0.0242607759182926,0.0252820601570117,0.485294117647059,0.000882352941176471,-0.00992941176470588
123,"A_threshold",4000,1,0.00031601548475875,0.000329920610899521,0.000850099335214231,-0.00270641742606141,0.00410109638881322,0.35925,0,-0.00989
123,"B_smooth_logistic",1000,0.25,-0.0511181724562128,-0.0509774102528345,0.0404083318569764,-0.125413412433153,0.0164249949704679,0.866,0.717,-0.0363616986250179
123,"B_smooth_logistic",1600,0.4,-0.0472781988721857,-0.0474629723258627,0.0265131649437019,-0.0937077465960676,-0.00062662188170913,1,0.796875,-0.036444413219205
123,"B_smooth_logistic",2200,0.55,-0.0415063276074106,-0.041638271973923,0.0238968297734887,-0.0819793670496467,0.00138054415841593,0.981818181818182,0.765909090909091,-0.0368509446444587
123,"B_smooth_logistic",2800,0.7,-0.035041349976733,-0.0349810880350981,0.0242667880272197,-0.0779605067848358,0.00611928309255452,0.919285714285714,0.676428571428571,-0.0369735547467894
123,"B_smooth_logistic",3400,0.85,-0.0363318757950366,-0.0362272870250578,0.0237216249607772,-0.0783822047248946,0.00395575432838105,0.942647058823529,0.697058823529412,-0.0369019899518376
123,"B_smooth_logistic",4000,1,-0.0320040923314788,-0.0321049443675045,0.0197376662968512,-0.0654623072278368,0.00277944848443877,0.957,0.6825,-0.0370660162498245
124,"A_threshold",1000,0.25,-0.0623861949183405,-0.0618293580917895,0.00946737112245446,-0.0952350651958152,-0.0355345552877123,1,1,-0.00988
124,"A_threshold",1600,0.4,-0.039598138324492,-0.038635249565926,0.00692106895163295,-0.0636280569416999,-0.0198832128083449,1,0.999375,-0.0099
124,"A_threshold",2200,0.55,-0.0270925843740367,-0.0269654318928927,0.00259359636482198,-0.0333902663360201,-0.0165836050505222,1,0.987272727272727,-0.00978181818181818
124,"A_threshold",2800,0.7,-0.0268633201292248,-0.0266040703266051,0.00229461680466824,-0.0332178868933002,-0.0180523630946405,1,0.994285714285714,-0.00961428571428571
124,"A_threshold",3400,0.85,-0.0259967664955788,-0.0253413304293135,0.00388904880315278,-0.0345016309627194,-0.00463843211418397,1,0.911176470588235,-0.00995294117647059
124,"A_threshold",4000,1,-0.0170808831673692,-0.0167902665939472,0.00297203624192813,-0.0297620628838609,-0.00774410578282611,1,0.13575,-0.0103
124,"B_smooth_logistic",1000,0.25,-0.0234052869261377,-0.0221486054730274,0.00664866684700355,-0.0359098169669424,-0.0117236975253269,1,0.566,-0.0374005771284315
124,"B_smooth_logistic",1600,0.4,-0.0347757155904806,-0.0344119877453182,0.0157405483490883,-0.0656366572250289,-0.0103305225830454,1,0.764375,-0.0370466673715131
124,"B_smooth_logistic",2200,0.55,-0.0405478291657153,-0.0401435406375854,0.0131124972650108,-0.0656201612471904,-0.0199784523390353,1,0.999090909090909,-0.0372911924582705
124,"B_smooth_logistic",2800,0.7,-0.0316943999476936,-0.0310810917742148,0.0161518024755118,-0.0619953097372418,-0.00642933339087501,1,0.678928571428571,-0.0369843287552598
124,"B_smooth_logistic",3400,0.85,-0.0375089812065548,-0.0368842126614977,0.017626369427121,-0.0705824667688184,-0.00982364945271163,1,0.768823529411765,-0.0369687049655028
124,"B_smooth_logistic",4000,1,-0.0384928553364157,-0.0379244441084453,0.0189202502370611,-0.0737649248429211,-0.00842377002471396,1,0.76675,-0.0371055610442529
125,"A_threshold",1000,0.25,0.0356142456982793,0.0363862015069314,0.0165325472802607,-0.00251608083896612,0.107983342210901,0.002,0,-0.01064
125,"A_threshold",1600,0.4,0.00769496544144431,0.00856401246101695,0.0174317733717246,-0.0351392594979664,0.0849248965299697,0.331875,0.033125,-0.01005
125,"A_threshold",2200,0.55,0.000985119725159869,0.00154742287663331,0.0254173558127857,-0.0734867531799874,0.114632180919846,0.501363636363636,0.204545454545455,-0.0101090909090909
125,"A_threshold",2800,0.7,-0.00283711487633907,-0.0020433688510659,0.018063130635978,-0.0537279533873046,0.0782378430252825,0.565714285714286,0.160357142857143,-0.0100857142857143
125,"A_threshold",3400,0.85,-0.004054233292088,-0.00378648366289019,0.0222736765662541,-0.0775402228322962,0.0851954500923673,0.573235294117647,0.242352941176471,-0.0100352941176471
125,"A_threshold",4000,1,-0.00683748452621961,-0.00665672512919791,0.0270009172610068,-0.0984649012315556,0.0997153481253926,0.6045,0.31725,-0.01016
125,"B_smooth_logistic",1000,0.25,-0.0612199180747568,-0.0598795880373444,0.0305604941581054,-0.121672812158678,-0.0160388651146908,1,0.929,-0.037291068337299
125,"B_smooth_logistic",1600,0.4,-0.0474283150339488,-0.0450258972115504,0.0305234663549335,-0.108979387037857,-0.00227662420424692,1,0.715,-0.0369116711371936
125,"B_smooth_logistic",2200,0.55,-0.0433454908587093,-0.0421927603091308,0.0218186482872153,-0.0864893958177981,-0.010412279806591,1,0.798636363636364,-0.0371298699762588
125,"B_smooth_logistic",2800,0.7,-0.0460619672298504,-0.0453263344685855,0.0163960037531267,-0.0773626486835415,-0.02045297568961,1,1,-0.0371991917285117
125,"B_smooth_logistic",3400,0.85,-0.0392296538745237,-0.0388851928715731,0.0176035083053699,-0.0723484026337086,-0.0112011537740948,1,0.812352941176471,-0.0372061397487579
125,"B_smooth_logistic",4000,1,-0.035484216998548,-0.0350816403251393,0.0193720496690067,-0.0718648859830477,-0.00460054288319799,1,0.71525,-0.0371583906161222
126,"A_threshold",1000,0.25,-0.0293063757381643,-0.0287755284438717,0.0100936503134014,-0.0449625545451007,0.0291610125171066,0.985,0.835,-0.00996
126,"A_threshold",1600,0.4,-0.0158826903211388,-0.0155581499427304,0.0101597626996014,-0.0330780610625121,0.0435848403708537,0.92,0.38125,-0.009575
126,"A_threshold",2200,0.55,-0.0120760668225562,-0.0123764098927339,0.00439323802161632,-0.0228442944447352,0.00906931339308184,0.99,0.0177272727272727,-0.00974545454545454
126,"A_threshold",2800,0.7,-0.0145401488462958,-0.0146200085463844,0.00701084455257917,-0.031478515373578,0.0188011365868609,0.972142857142857,0.235,-0.0099
126,"A_threshold",3400,0.85,-0.0130716466447676,-0.0133123137003464,0.0128695402017433,-0.0492192085446675,0.0421678442959193,0.851470588235294,0.315588235294118,-0.0100823529411765
126,"A_threshold",4000,1,-0.00823666717004078,-0.00828345860767612,0.0159844839607785,-0.060857545451719,0.0523398583981042,0.705,0.23575,-0.00999
126,"B_smooth_logistic",1000,0.25,-0.0166832778958576,-0.0174898130483476,0.0127683638454841,-0.0350979138302507,0.00955150783341883,0.871,0.5,-0.0369219882403338
126,"B_smooth_logistic",1600,0.4,-0.0209596006980279,-0.0218356277562903,0.00394828961096478,-0.0293005458293915,-0.0156693445359477,1,0.6075,-0.0369772461963624
126,"B_smooth_logistic",2200,0.55,-0.0273346975612498,-0.0279052960667445,0.00204409797990657,-0.0315659118890443,-0.0244856661591644,1,1,-0.037055893812687
126,"B_smooth_logistic",2800,0.7,-0.0236635421115828,-0.0238732517927905,0.00448017387797679,-0.0319319126245754,-0.0164441908175664,1,0.746785714285714,-0.0371577844403902
126,"B_smooth_logistic",3400,0.85,-0.0244301568314726,-0.0246022298733332,0.0105077890819519,-0.0435517360069999,-0.00722718018590462,1,0.614411764705882,-0.0372566055943103
126,"B_smooth_logistic",4000,1,-0.0266844279499194,-0.0269161026036382,0.00797016860479126,-0.041462990922667,-0.0136940928968686,1,0.74675,-0.0373145710182102
127,"A_threshold",1000,0.25,-0.0366790105644528,-0.0362153177069693,0.00756889569215666,-0.0513787852557391,-0.000522222340267511,1,0.966,-0.01004
127,"A_threshold",1600,0.4,-0.0202649368918761,-0.0202583264668581,0.0116909358712131,-0.0616923595723829,0.0182428823538994,0.9575,0.503125,-0.01065
127,"A_threshold",2200,0.55,-0.00765377593717639,-0.00790841207373887,0.0218623177071675,-0.0796712047225958,0.0701464586966497,0.655,0.291363636363636,-0.0104727272727273
127,"A_threshold",2800,0.7,-0.00529798351114878,-0.00567357395131253,0.0220908226966408,-0.0717462272175364,0.110067363149593,0.622857142857143,0.26,-0.0103571428571429
127,"A_threshold",3400,0.85,-0.00224155041377679,-0.00270982140672446,0.0196901586664868,-0.0541280646013822,0.110868120268535,0.592352941176471,0.189705882352941,-0.0104588235294118
127,"A_threshold",4000,1,-0.0028595579060476,-0.00331525763227325,0.0231334034469942,-0.0683068501335896,0.127746628919287,0.59375,0.2385,-0.01028
127,"B_smooth_logistic",1000,0.25,-0.047603423509217,-0.047577478961133,0.0181046371075658,-0.0779137889395156,-0.0154494263593195,1,0.923,-0.0368371213775835
127,"B_smooth_logistic",1600,0.4,-0.0451963096505171,-0.0452925965584805,0.0169968823498332,-0.0759537984892619,-0.0167060188933696,1,0.94,-0.036968806948455
127,"B_smooth_logistic",2200,0.55,-0.0445852026927042,-0.0446220942401102,0.0152036095988346,-0.0714977062555668,-0.0181960224419143,1,0.964545454545455,-0.0369390449674737
127,"B_smooth_logistic",2800,0.7,-0.0483762661980484,-0.0483814723991112,0.0211600825865453,-0.0853954720880854,-0.0111945456995628,1,0.884642857142857,-0.0369938862107949
127,"B_smooth_logistic",3400,0.85,-0.0455460360835517,-0.0455059157758015,0.0244903828162542,-0.0878180502194054,-0.00201829802373824,1,0.801764705882353,-0.0369453666402588
127,"B_smooth_logistic",4000,1,-0.0485099293042736,-0.0484532460073265,0.021462105512393,-0.084909783583392,-0.0101404159221577,1,0.87525,-0.036823414443949
128,"A_threshold",1000,0.25,6.00540486437873e-05,-0.000212479483173017,0.0294600190394005,-0.0910540512769664,0.108504262475176,0.526,0.254,-0.01028
128,"A_threshold",1600,0.4,-0.0200242196960819,-0.0201476837501772,0.0249653844371291,-0.099695998950398,0.0701817775316095,0.799375,0.5175,-0.0098
128,"A_threshold",2200,0.55,-0.023856704355597,-0.0238609808039203,0.0143090431271981,-0.0669851972399914,0.0403473882966439,0.949090909090909,0.615,-0.00996363636363636
128,"A_threshold",2800,0.7,-0.0325494905430327,-0.0325858497482612,0.0232394700982899,-0.110967562348526,0.0586927408031124,0.921785714285714,0.713214285714286,-0.01
128,"A_threshold",3400,0.85,-0.0290509295722766,-0.0290561952768333,0.0154189072548412,-0.0820394596392445,0.0345307951669575,0.967647058823529,0.730882352941176,-0.0101294117647059
128,"A_threshold",4000,1,-0.0269933439527962,-0.0270043826037428,0.0161844664786774,-0.0820189599910039,0.04071441605622,0.95225,0.676,-0.01015
128,"B_smooth_logistic",1000,0.25,-0.00488195278111245,-0.00511234162853558,0.00646761566082308,-0.015730349807922,0.00646042343985474,0.709,0,-0.037529339617224
128,"B_smooth_logistic",1600,0.4,-0.0179691992299808,-0.0181519127058838,0.00645772831033759,-0.0287696907422951,-0.00647766187660667,1,0.435,-0.0373687410529599
128,"B_smooth_logistic",2200,0.55,-0.0342219401248281,-0.0343193416656338,0.014562510873677,-0.0581352533168206,-0.00819904748739088,1,0.775909090909091,-0.0372691991300969
128,"B_smooth_logistic",2800,0.7,-0.0441876378710943,-0.044173279354972,0.00887790661597618,-0.0594235753699944,-0.0290402881812827,1,1,-0.0371381762639504
128,"B_smooth_logistic",3400,0.85,-0.0464604710142921,-0.046443307433912,0.00655677045050416,-0.0577524793480763,-0.0352894449541959,1,1,-0.0372482948541653
128,"B_smooth_logistic",4000,1,-0.0458589349718382,-0.0458247773903713,0.00377403357286699,-0.0524195874287715,-0.0394937460837744,1,1,-0.0372392094879489
129,"A_threshold",1000,0.25,0.00505072792262237,0.00592579262638509,0.00803797059357943,-0.012735657382791,0.0390020390169519,0.238,0,-0.01032
129,"A_threshold",1600,0.4,-0.00546080425598498,-0.00518381883321202,0.00787866355546164,-0.0283861467865612,0.0227165274777331,0.764375,0.01875,-0.010375
129,"A_threshold",2200,0.55,-0.00470762290308659,-0.00445189847741489,0.00695912375110069,-0.0234519288437038,0.0251975401847991,0.762272727272727,0.00363636363636364,-0.0103090909090909
129,"A_threshold",2800,0.7,-0.0075370853976135,-0.00753451817261869,0.0106456138169414,-0.04329591532602,0.0313138918279349,0.771428571428571,0.119642857142857,-0.00998571428571429
129,"A_threshold",3400,0.85,-0.00645731977001328,-0.00640133842305366,0.0112865854691104,-0.042661850115162,0.0365292591798816,0.724411764705882,0.109411764705882,-0.00988235294117647
129,"A_threshold",4000,1,-0.00567439003754097,-0.00559804434742765,0.0152188531535649,-0.0545425231440741,0.0602765356573111,0.65,0.17325,-0.01015
129,"B_smooth_logistic",1000,0.25,-0.0378457991803279,-0.0375611968051444,0.003649135378904,-0.0443303212062389,-0.031394521430245,1,1,-0.0373045199636695
